address,city,floor,id,latitude,longitude,price,rooms,sq,year
Stare Miasto ul. Wielopole,Kraków,5.0,30067.0,50.05833870000001,19.9464791,2990000.0,7.0,201.58,1938.0
Stare Miasto Garbary Garbary,Poznań,4.0,3312.0,52.4035144,16.9330211,674360.27,3.0,66.19,2020.0
Targówek Łojewska,Warszawa,4.0,17853.0,52.29606079999999,21.0435715,395000.0,3.0,47.0,1970.0
Wola Juliana Konstantego Ordona,Warszawa,0.0,8822.0,52.2247928,20.9525803,769100.0,3.0,76.7,2021.0
Praga-Południe Apteczna,Warszawa,5.0,18002.0,52.24596500000001,21.0812283,1234900.0,4.0,101.11,2022.0
Prądnik Biały Żabiniec Frycza Modrzewskiego,Kraków,3.0,27038.0,50.05088545,19.964248157558234,435000.0,2.0,50.0,1999.0
Podgórze Płaszów Saska,Kraków,4.0,20897.0,50.0405817,19.9829974,475000.0,3.0,58.0,2021.0
Praga-Północ ul. Szwedzka,Warszawa,0.0,10135.0,52.2634539,21.0453302,1085370.0,4.0,89.7,2020.0
Stare Miasto Bosacka,Kraków,1.0,25829.0,50.0654523,19.9491682,480000.0,2.0,37.0,1960.0
Bemowo,Warszawa,1.0,12525.0,52.2389738,20.913288100000006,1190000.0,3.0,85.7,2009.0
Wola Nowolipki,Warszawa,1.0,13162.0,52.2465341,20.9799083,600000.0,2.0,48.0,1956.0
Praga-Południe Gocław,Warszawa,4.0,10606.0,52.2286331,21.1065722,635100.0,2.0,43.93,2021.0
Stare Miasto Miodowa,Kraków,3.0,22734.0,50.05278,19.9447455,985000.0,3.0,68.0,1920.0
Zwierzyniec Salwator,Kraków,2.0,23713.0,50.0550023,19.908853,1093944.0,3.0,71.97,2021.0
Bieżanów-Prokocim Republiki Korczakowskiej,Kraków,10.0,20105.0,50.0163919,20.0008638,884000.0,3.0,79.41,2021.0
Włochy Szczęsna,Warszawa,0.0,14825.0,52.2093144,20.9291912,690000.0,3.0,62.0,2011.0
Białołęka ul. Kąty Grodziskie,Warszawa,2.0,9922.0,52.3246245,21.0547602,428689.0,3.0,56.78,2021.0
Wola Juliana Konstantego Ordona,Warszawa,4.0,16575.0,52.2247928,20.9525803,682984.0,3.0,65.0,2021.0
Białołęka Tarchomin ul. Odkryta,Warszawa,4.0,11874.0,52.32753510000001,20.93668,430000.0,2.0,45.7,2010.0
Białołęka Modlińska,Warszawa,10.0,7441.0,52.3210419,20.970765735253988,315000.0,2.0,35.0,1986.0
Wawer I Poprzeczna 17,Warszawa,2.0,13982.0,52.22530220000001,21.156331100000006,870000.0,3.0,80.0,2010.0
Wilanów,Warszawa,0.0,6405.0,52.1530829,21.110441100000006,1025000.0,3.0,82.0,2006.0
Zwierzyniec Niezapominajek,Kraków,0.0,25199.0,50.068948,19.8418174,675000.0,2.0,55.0,2008.0
Nowe Miasto Polanka 2,Poznań,2.0,4710.0,52.39975875,16.954659974486166,702185.0,4.0,82.61,2020.0
Bronowice ul. Bronowicka 5,Kraków,2.0,28305.0,50.0778251,19.900680986965753,963819.0,3.0,84.55,2021.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,1.0,30137.0,50.0558029,19.9993305,469931.0,3.0,50.26,2022.0
Stare Miasto Naramowice ul. Czarnucha,Poznań,0.0,1821.0,52.44997629999999,16.9527562,282480.3,2.0,39.73,2022.0
Praga-Północ Siedlecka,Warszawa,9.0,7809.0,52.2580013,21.0550271,440000.0,3.0,39.0,1970.0
Mokotów ul. Domaniewska 34B,Warszawa,3.0,9344.0,52.1839266,21.008725,421900.0,1.0,27.87,2022.0
Prądnik Biały Henryka Pachońskiego,Kraków,1.0,24652.0,50.0949773,19.920405494289955,486144.0,3.0,50.64,2021.0
Nowe Miasto Rataje,Poznań,5.0,1599.0,52.3901295,16.9535909,405402.0,3.0,49.16,2022.0
Grzegórzki al. Pokoju,Kraków,0.0,18714.0,50.0589305,19.9762323,409000.0,2.0,36.5,1980.0
Prądnik Biały Henryka Pachońskiego,Kraków,4.0,27010.0,50.0949773,19.920405494289955,313845.0,1.0,27.29,2021.0
Wola Waliców,Warszawa,5.0,17302.0,52.2355024,20.9921917,624000.0,3.0,48.0,1970.0
Zwierzyniec Wola Justowska Józefa Korzeniowskiego,Kraków,1.0,20172.0,50.0621921,19.889847600000003,1200000.0,5.0,100.0,1989.0
Bemowo,Warszawa,1.0,6374.0,52.2389738,20.913288100000006,570000.0,3.0,60.4,1979.0
Włochy Chrościckiego,Warszawa,2.0,9899.0,52.2078048,20.9055637,310194.8,1.0,31.72,2020.0
Podgórze ul. Koszykarska,Kraków,1.0,22265.0,50.0498929,19.990602600000006,500683.0,3.0,49.0,2021.0
Stare Miasto Garbary,Poznań,4.0,173.0,52.4035144,16.9330211,830000.0,3.0,85.0,2020.0
Nowe Miasto Rataje,Poznań,6.0,2458.0,52.3901295,16.9535909,437493.0,3.0,52.71,2021.0
Stare Miasto Winogrady Wilczak 20,Poznań,1.0,6042.0,52.43002325000001,16.95269067658415,448290.0,3.0,58.6,2020.0
Białołęka ul. Stanisława Barei,Warszawa,3.0,12943.0,52.3366469,20.9413358,370000.0,2.0,45.4,2002.0
Bronowice ul. Bronowicka,Kraków,0.0,20383.0,50.0778251,19.900680986965753,593709.0,2.0,54.22,2022.0
Wzgórza Krzesławickie ul. Gustawa Morcinka,Kraków,0.0,20621.0,50.1047809,20.0362743,396216.0,3.0,55.03,2020.0
Jeżyce Wola ul. Janusza Meissnera,Poznań,3.0,4576.0,52.4181388,16.8637337,389010.4,2.0,47.21,2022.0
Prądnik Biały Azory ul. Józefa Elsnera,Kraków,0.0,19740.0,50.0837493,19.909678,345000.0,2.0,37.0,1970.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,8.0,23277.0,50.0986433,20.0132206,454491.0,3.0,56.11,2022.0
Podgórze Stare Podgórze al. Pod Kopcem,Kraków,1.0,29213.0,50.1698888,20.0776196,339000.0,1.0,32.0,1945.0
Mokotów Buska,Warszawa,3.0,14633.0,52.176777,21.069087300000003,655000.0,3.0,63.93,2021.0
Prądnik Biały,Kraków,1.0,21269.0,50.1035684,19.953603106301202,465970.99,3.0,57.9,2020.0
Ursynów Polki,Warszawa,1.0,17250.0,52.1517203,21.0047885,692000.0,2.0,57.74,2020.0
Nowe Miasto Malta ul. Katowicka,Poznań,4.0,5853.0,52.39734489999999,16.9619394,549912.5,4.0,75.85,2022.0
Mistrzejowice Piasta Kołodzieja,Kraków,2.0,22477.0,50.0986433,20.0132206,472642.0,3.0,67.53,2022.0
Praga-Południe Jana Nowaka-Jeziorańskiego,Warszawa,1.0,14870.0,52.2307,21.1053,899649.6,5.0,110.4,2022.0
Prądnik Biały,Kraków,2.0,23577.0,50.1035684,19.953603106301202,565429.0,3.0,65.36,2021.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,4.0,23345.0,50.0986433,20.0132206,478629.0,3.0,59.09,2022.0
Nowe Miasto ul. Sucha,Poznań,3.0,2687.0,52.4246801,16.9788279,390000.0,3.0,45.74,2019.0
Praga-Północ ul. Jagiellońska 58,Warszawa,3.0,7409.0,52.2604995,21.0247022,559000.0,2.0,53.0,1955.0
Ursynów,Warszawa,0.0,12447.0,52.141039,21.0323214,671732.0,3.0,60.65,2019.0
Stare Miasto,Kraków,1.0,20213.0,50.0590398,19.937168297928988,486200.0,2.0,37.0,1900.0
Mistrzejowice os. Tysiąclecia,Kraków,0.0,25210.0,50.09497745,19.996209027640845,420000.0,2.0,44.0,1970.0
Dębniki Ruczaj Pszczelna,Kraków,3.0,19777.0,50.0230155,19.9166247,740000.0,4.0,87.5,2003.0
Podgórze Duchackie Wola Duchacka ul. Włoska,Kraków,5.0,29022.0,50.0188789,19.9726444,410000.0,2.0,31.0,2009.0
Nowe Miasto Wagrowska,Poznań,2.0,3670.0,52.3789966,16.944244199999996,292409.0,2.0,35.23,2022.0
Bemowo gen. Tadeusza Pełczyńskiego,Warszawa,5.0,10554.0,52.2442839,20.906610600000004,725000.0,3.0,58.11,2016.0
Nowe Miasto Starołęka ul. Starołęcka 42,Poznań,4.0,4664.0,52.3692966,16.9323233,1156756.0,3.0,126.81,2020.0
Podgórze,Kraków,1.0,23648.0,50.0430999,19.9529614,785000.0,3.0,63.0,2020.0
Śródmieście Złota,Warszawa,10.0,11979.0,52.23095545,21.00117599138309,4300000.0,2.0,101.0,2015.0
Podgórze ul. płk. Ryszarda Kuklińskiego 7,Kraków,2.0,26119.0,50.0469432,19.99715343583669,373144.9,2.0,33.83,2020.0
Mokotów,Warszawa,1.0,12017.0,52.19398740000001,21.0457809,430000.0,1.0,36.0,2020.0
Podgórze,Kraków,1.0,29357.0,50.0430999,19.9529614,278200.0,2.0,42.8,2021.0
Bronowice Bronowice Małe,Kraków,5.0,20594.0,50.089837599999996,19.870812874428264,568000.0,3.0,52.0,1980.0
Mokotów,Warszawa,9.0,9543.0,52.19398740000001,21.0457809,389000.0,1.0,17.1,1979.0
Ursus Sosnkowskiego,Warszawa,3.0,12146.0,52.1909676,20.888937805799433,460000.0,2.0,49.8,1997.0
Dębniki Ruczaj przemiarki,Kraków,4.0,20470.0,50.02236129999999,19.9021848,390000.0,1.0,32.0,2010.0
Białołęka,Warszawa,0.0,8410.0,52.3196649,21.0211773,350000.0,2.0,39.1,2014.0
Praga-Południe,Warszawa,0.0,18209.0,52.2373961,21.0712578,350000.0,1.0,40.0,1980.0
Śródmieście Nowe Miasto Piwna,Warszawa,1.0,13846.0,52.2488754,21.0119391,910000.0,2.0,51.0,1952.0
Nowe Miasto Malta ul. Katowicka,Poznań,4.0,5830.0,52.39734489999999,16.9619394,358622.5,2.0,38.77,2022.0
Wola Kolejowa,Warszawa,1.0,6272.0,52.2258861,20.981348800000006,1169000.0,4.0,69.28,2018.0
Włochy,Warszawa,0.0,17660.0,52.1861093,20.9484377,580000.0,2.0,43.5,2017.0
Śródmieście,Kraków,4.0,20703.0,50.055,19.9430556,506000.0,2.0,46.0,1964.0
Śródmieście Marszałkowska,Warszawa,5.0,7038.0,52.23423070000001,21.008312000000004,620000.0,2.0,38.8,1970.0
Włochy Stare Włochy ul. Techników,Warszawa,0.0,8203.0,52.20650560000001,20.9246489,375000.0,2.0,43.46,1930.0
Dębniki Tyniecka,Kraków,2.0,27729.0,50.0515467,19.9243633,2367000.0,5.0,115.5,2020.0
Prądnik Biały,Kraków,6.0,25751.0,50.1035684,19.953603106301202,392907.0,2.0,38.71,2021.0
Dębniki Ludwinów,Kraków,6.0,20170.0,50.04795485,19.931461686754105,960000.0,3.0,70.53,2020.0
Nowe Miasto Główna Smolna 10,Poznań,4.0,4871.0,52.42207370000001,16.9664866,277200.0,2.0,42.0,2020.0
Grzegórzki płk. pil. Stefana Łaszkiewicza,Kraków,10.0,26067.0,50.0688703,19.975836800000003,679000.0,2.0,54.41,2019.0
Podgórze Płaszów Mały Płaszów,Kraków,3.0,19679.0,50.03453270000001,19.9754459,450000.0,2.0,56.0,1998.0
Dębniki ul. Spacerowa,Kraków,0.0,22899.0,50.0050868,19.8770531,697215.0,3.0,87.7,2022.0
Ursus Skorosze Skoroszewska,Warszawa,4.0,16756.0,52.1886605,20.8982567,750000.0,3.0,73.0,2013.0
Prądnik Czerwony ul. Śliczna,Kraków,10.0,23626.0,50.0469432,19.99715343583669,980254.44,4.0,83.27,2021.0
Praga-Południe Targowa 10,Warszawa,5.0,6476.0,52.2495675,21.0429035,342000.0,1.0,25.0,2021.0
Wesoła ul. Pogodna,Warszawa,1.0,17276.0,52.221239,21.2398772,610000.0,3.0,85.0,1998.0
Praga-Północ ul. Szwedzka,Warszawa,6.0,12290.0,52.2634539,21.0453302,1129378.95,4.0,94.85,2022.0
Wola,Warszawa,9.0,17465.0,52.2362379,20.9547815,2960000.0,5.0,183.29,2010.0
Dębniki Rzemieślnicza,Kraków,6.0,23937.0,50.0469432,19.99715343583669,519000.0,2.0,40.86,2021.0
Śródmieście ul. Wolska,Warszawa,10.0,11768.0,52.2342412,20.9703585,1999000.0,4.0,112.0,2020.0
Podgórze ul. Zabłocie 27,Kraków,3.0,20780.0,50.0478769,19.961368688357496,716441.0,3.0,59.21,2021.0
Podgórze Głogowska,Kraków,1.0,23076.0,50.0332943,19.9444359,516000.0,2.0,43.0,1930.0
Wilanów,Warszawa,4.0,7873.0,52.1530829,21.110441100000006,470000.0,1.0,29.0,2016.0
Dębniki,Kraków,2.0,30036.0,50.0518611,19.9270367,239000.0,1.0,15.21,1927.0
Dębniki Pychowice Moraczewskiego,Kraków,1.0,18333.0,50.0311616,19.8967298,119000.0,2.0,49.0,2000.0
Mokotów ul. Jana III Sobieskiego,Warszawa,2.0,15760.0,52.1904607,21.0467831,584000.0,2.0,42.5,2020.0
Stare Miasto Piątkowo,Poznań,2.0,2555.0,52.4006632,16.919732591780882,999000.0,4.0,118.09,2020.0
Wola Sienna,Warszawa,3.0,6563.0,52.23046110000001,20.9944572,2900000.0,3.0,85.06,2012.0
Mistrzejowice os. Oświecenia,Kraków,1.0,18816.0,50.0939358,19.9897424,600000.0,3.0,74.2,2007.0
Białołęka Tarchomin Mikołaja Trąby,Warszawa,1.0,14889.0,52.2319581,21.0067249,410000.0,2.0,50.34,2020.0
Podgórze Stare Podgórze,Kraków,0.0,19024.0,50.0444203,19.9493098,1100000.0,3.0,78.0,2015.0
Prądnik Biały Azory Eljasza Walerego Radzikowskiego,Kraków,4.0,26909.0,50.0835261,19.9038175,785000.0,5.0,86.86,2001.0
Stare Miasto Naramowice ul. Czarnucha,Poznań,3.0,1905.0,52.44997629999999,16.9527562,456846.8,3.0,62.84,2020.0
Prądnik Biały Bronowice Wielkie,Kraków,0.0,21034.0,50.0945304,19.8822588,320300.0,2.0,34.08,2022.0
Prądnik Biały Henryka Pachońskiego,Kraków,2.0,25568.0,50.0949773,19.920405494289955,482000.0,4.0,58.0,2021.0
Mokotów Wacława Żenczykowskiego,Warszawa,2.0,10233.0,52.21307720000001,21.0640434,1200000.0,3.0,112.72,1990.0
Praga-Południe,Warszawa,0.0,13289.0,52.2373961,21.0712578,334177.0,1.0,26.0,1936.0
Ursus Skorosze Skoroszewska,Warszawa,5.0,10705.0,52.1886605,20.8982567,785000.0,4.0,89.0,2008.0
Śródmieście Pokorna,Warszawa,5.0,12091.0,52.2539144,20.9936551,1800000.0,4.0,103.25,2014.0
Dębniki Komuny Paryskiej,Kraków,0.0,23221.0,49.9989124,19.8947491,697215.0,3.0,87.7,2022.0
Białołęka Tarchomin,Warszawa,3.0,11249.0,52.32069265,20.970833868701,850000.0,4.0,127.2,2001.0
Mistrzejowice,Kraków,5.0,25970.0,50.09742625,20.00960263225891,410994.0,3.0,50.74,2022.0
Podgórze Zabłocie,Kraków,1.0,26227.0,50.0478769,19.961368688357496,829000.0,2.0,51.21,2014.0
Włochy,Warszawa,4.0,11852.0,52.1861093,20.9484377,579000.0,3.0,47.0,1971.0
Praga-Południe Saska Kępa,Warszawa,8.0,10956.0,52.23280325,21.054660077101246,875000.0,2.0,51.0,2008.0
Białołęka Przyrodnicza,Warszawa,2.0,16739.0,52.3272463,21.0514745,379000.0,3.0,52.34,2021.0
Wola ul. Mordechaja Anielewicza,Warszawa,4.0,8739.0,52.2473894,20.988839,699000.0,3.0,51.0,1961.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,2.0,23382.0,50.0986433,20.0132206,476064.0,4.0,62.64,2022.0
Bielany ul. Rudzka 5,Warszawa,0.0,7624.0,52.27851165,20.9734368,390800.0,1.0,27.74,2021.0
Mokotów Stegny Pory,Warszawa,0.0,14410.0,52.1840585,21.044302,629000.0,2.0,40.47,2020.0
Podgórze Wielicka,Kraków,1.0,24446.0,50.0336609,19.9712973,329475.0,1.0,34.5,2020.0
Żoliborz ul. Przasnyska,Warszawa,0.0,18271.0,52.25935895,20.967661378925367,369000.0,2.0,38.0,1970.0
Wola,Warszawa,5.0,14208.0,52.2362379,20.9547815,440000.0,2.0,38.0,1969.0
Grzegórzki,Kraków,2.0,26921.0,50.06497215,19.968825516425387,506380.0,1.0,36.17,2021.0
Praga-Południe Grochów ul. Wspólna Droga,Warszawa,8.0,6422.0,52.2461211,21.0965343,450000.0,2.0,39.0,1965.0
Bieżanów-Prokocim Bieżanów Agatowa,Kraków,2.0,22326.0,50.02252160000001,20.0481276,282900.0,2.0,37.23,2021.0
Grzegórzki ul. Dąbska,Kraków,3.0,23825.0,50.064613,19.9820189,628551.0,3.0,63.49,2021.0
Stare Miasto Naramowice,Poznań,0.0,4763.0,52.44964889999999,16.9494082,689000.0,5.0,107.0,2020.0
Wola Mirów,Warszawa,10.0,11922.0,52.2393149,20.9858382,620000.0,1.0,29.0,2021.0
Bieżanów-Prokocim Złocień,Kraków,0.0,24631.0,50.02252160000001,20.0481276,378943.0,3.0,51.91,2021.0
Grzegórzki Grzegórzecka,Kraków,3.0,27642.0,50.0587885,19.9500605,350697.0,1.0,25.23,2020.0
Wola ul. Jana Szymczaka,Warszawa,4.0,8192.0,52.2319581,21.0067249,513000.0,1.0,60.13,1993.0
Białołęka Claudia Monteverdiego,Warszawa,2.0,15162.0,52.3422083,21.0551352,335000.0,1.0,31.0,2020.0
Żoliborz,Warszawa,0.0,16687.0,52.26759439999999,20.9796975,930000.0,3.0,75.0,1965.0
Ochota ul. Bitwy Warszawskiej 1920 r.,Warszawa,2.0,14078.0,52.2319581,21.0067249,1050000.0,2.0,75.4,2011.0
Wola,Warszawa,1.0,15789.0,52.2362379,20.9547815,527000.0,2.0,35.0,2021.0
Krowodrza Szymanowskiego,Kraków,3.0,22590.0,50.05885215,19.93274044052969,925000.0,4.0,84.0,1930.0
Wola ul. Grzybowska,Warszawa,7.0,8927.0,52.2528154,21.250949,842080.0,2.0,44.32,2009.0
Nowe Miasto Zawady,Poznań,3.0,1481.0,52.415,16.959722199999998,389000.0,3.0,49.8,1950.0
Nowe Miasto Śródka,Poznań,1.0,2640.0,52.4006632,16.919732591780882,327625.0,2.0,45.44,2020.0
Praga-Północ Aleja Tysiąclecia,Warszawa,4.0,17510.0,52.2542308,21.0528516,375000.0,3.0,47.0,1976.0
Nowa Huta Czyżyny Sołtysowska,Kraków,4.0,24276.0,50.0605887,20.0240353,399000.0,2.0,49.46,2021.0
Krowodrza Adama Vetulaniego,Kraków,1.0,22474.0,50.0947269,19.9247728,330000.0,1.0,30.0,2021.0
Mokotów Wojciecha Żywnego,Warszawa,10.0,11682.0,52.1924069,21.0267221,382000.0,2.0,36.5,1967.0
Bronowice ul. Stelmachów,Kraków,0.0,29560.0,50.1004008,19.8877694,352084.0,2.0,39.56,2021.0
Dębniki ul. Kobierzyńska,Kraków,1.0,23030.0,50.0264036,19.9118498,949000.0,4.0,91.76,2021.0
Jeżyce Podolany,Poznań,2.0,2471.0,52.45678100000001,16.887939000000006,231500.0,1.0,30.9,2020.0
Prądnik Biały Henryka Pachońskiego,Kraków,2.0,20532.0,50.0949773,19.920405494289955,388485.0,2.0,40.05,2021.0
Praga-Południe,Warszawa,2.0,8148.0,52.2373961,21.0712578,328000.0,2.0,31.0,1939.0
Krowodrza Bronowicka,Kraków,0.0,26356.0,50.081021,19.8917439,593709.0,2.0,54.22,2022.0
Podgórze Duchackie ul. Walerego Sławka,Kraków,4.0,24797.0,50.0242313,19.959569,439000.0,2.0,45.32,2021.0
Bronowice Bronowice Małe Jadwigi z Łobzowa,Kraków,0.0,27812.0,49.9330556,19.915833300000006,458000.0,1.0,40.0,1980.0
Stare Miasto Rybaki,Poznań,1.0,1642.0,52.4035144,16.9330211,507000.0,1.0,39.6,2020.0
Mokotów Służewiec,Warszawa,3.0,13746.0,52.17091075,21.015612588801844,580000.0,2.0,39.31,2014.0
Ursynów rtm. Witolda Pileckiego,Warszawa,7.0,11633.0,52.1526496,21.0180635,740000.0,3.0,75.4,2001.0
Bronowice,Kraków,1.0,26804.0,50.08332470000001,19.869783648014888,449900.0,4.0,126.0,2021.0
Grzegórzki,Kraków,3.0,30040.0,50.06497215,19.968825516425387,368011.0,1.0,27.67,2020.0
Praga-Północ,Warszawa,1.0,16432.0,52.2648843,21.0273442,620000.0,2.0,53.46,1956.0
Mistrzejowice,Kraków,1.0,23983.0,50.09742625,20.00960263225891,529698.0,3.0,67.91,2020.0
Bemowo ul. Andrzeja Sołtana 10,Warszawa,2.0,6592.0,52.25522185,20.925309049469,470000.0,2.0,50.1,1982.0
Podgórze Duchackie Piaski Wielkie Łużycka,Kraków,3.0,19670.0,50.0130357,19.9613468,415000.0,3.0,60.62,1978.0
Stare Miasto Naramowice Karpia,Poznań,1.0,4154.0,52.44491070000001,16.949034899999994,245000.0,1.0,28.7,2012.0
Krowodrza,Kraków,3.0,22625.0,50.07087985,19.916563118144783,860000.0,3.0,83.0,2000.0
Śródmieście Śródmieście Południowe Aleja Armii Ludowej,Warszawa,7.0,16667.0,52.21789310000001,21.007922600000004,849000.0,4.0,65.7,1963.0
Grzegórzki Dąbie ul. Bajeczna,Kraków,3.0,20982.0,50.0574115,19.9766744,229000.0,2.0,50.0,2003.0
Nowa Huta Czyżyny,Kraków,6.0,22034.0,50.0816349,20.016490706002106,484000.0,2.0,49.08,2019.0
Śródmieście Śródmieście Północne Królewska/Krakowskie Przedmieście,Warszawa,2.0,12546.0,52.2319581,21.0067249,2500000.0,4.0,116.0,1935.0
Wola Emanuela Ringelbluma,Warszawa,2.0,16547.0,52.24498870000001,20.9497862,499000.0,2.0,51.0,1955.0
Zwierzyniec Salwator,Kraków,3.0,26558.0,50.0550023,19.908853,1133532.0,3.0,68.08,2021.0
Praga-Południe,Warszawa,10.0,10520.0,52.2373961,21.0712578,630000.0,2.0,50.0,2018.0
Włochy Stare Włochy,Warszawa,1.0,17300.0,52.1627414,20.9611854,1200000.0,4.0,100.0,1998.0
Wola ul. Mordechaja Anielewicza,Warszawa,4.0,9485.0,52.2473894,20.988839,1180000.0,4.0,100.0,2008.0
Mokotów Górny Mokotów ul. Bukowińska,Warszawa,7.0,8302.0,52.18279860000001,21.0255533,740000.0,2.0,61.0,2008.0
Dębniki gen. Antoniego Józefa Madalińskiego,Kraków,3.0,26439.0,50.0527679,19.9282413,1145000.0,2.0,45.8,2019.0
Mistrzejowice os. Złotego Wieku,Kraków,7.0,28539.0,50.0958664,19.9969094,480000.0,3.0,48.3,1984.0
Dębniki ul. Kobierzyńska,Kraków,3.0,24967.0,50.0264036,19.9118498,629000.0,3.0,57.36,2021.0
Prądnik Biały Szymona Zimorowicza,Kraków,5.0,20923.0,50.0950503,19.9284425,293000.0,1.0,25.03,2020.0
Podgórze Zabłocie,Kraków,5.0,24172.0,50.0478769,19.961368688357496,429000.0,1.0,33.28,2021.0
Stare Miasto Centrum ul. Mieczysława Niedziałkowskiego,Poznań,1.0,6149.0,52.3993455,16.924607199999997,639600.0,4.0,78.0,2021.0
Podgórze ul. Stanisława Klimeckiego,Kraków,2.0,24916.0,50.04922420000001,19.9703793,429000.0,2.0,34.74,2021.0
Bemowo Legendy 3,Warszawa,9.0,11628.0,52.2311808,20.91181197250688,435000.0,3.0,46.6,1983.0
Grunwald Jeleniogórska 1/3,Poznań,1.0,5542.0,52.404212,16.882542,285360.0,1.0,32.8,2021.0
Stare Miasto Retoryka,Kraków,1.0,26275.0,50.05800960000001,19.9284227,598000.0,2.0,55.0,1920.0
Praga-Północ,Warszawa,8.0,6712.0,52.2648843,21.0273442,444000.0,2.0,37.0,1968.0
Mokotów,Warszawa,1.0,10268.0,52.19398740000001,21.0457809,470000.0,3.0,44.0,1963.0
Ochota Rakowiec Gorlicka,Warszawa,5.0,13514.0,52.1957931,20.9767986,449000.0,2.0,43.94,1970.0
Podgórze Bonarka,Kraków,6.0,22420.0,50.0252282,19.9501365,759000.0,4.0,84.17,2021.0
Mokotów,Warszawa,0.0,13105.0,52.19398740000001,21.0457809,850000.0,4.0,74.0,1993.0
Nowe Miasto Malta Milczańska,Poznań,0.0,1036.0,52.3970234,16.962060600000004,460400.0,3.0,56.31,2021.0
Stare Miasto,Kraków,3.0,23210.0,50.0590398,19.937168297928988,379000.0,2.0,42.0,1890.0
Bronowice Bronowice Małe ul. ks. Stanisława Truszkowskiego,Kraków,0.0,23808.0,50.0933216,19.8731968,673654.0,5.0,96.25,2022.0
Grzegórzki Masarska,Kraków,0.0,22197.0,50.0552076,19.9551087,612000.0,3.0,51.0,2017.0
Łagiewniki-Borek Fałęcki,Kraków,3.0,26421.0,50.0199633,19.929444600000004,320000.0,2.0,30.0,1980.0
Wola Deotymy,Warszawa,6.0,17266.0,52.2387451,20.9484857,330000.0,1.0,23.1,1965.0
Stare Miasto Wilczak Wilczak 16 A,Poznań,1.0,6238.0,52.4300916,16.9514725830321,442700.0,3.0,58.25,2020.0
Mokotów Białej Floty,Warszawa,1.0,8772.0,52.1951271,20.983410600000006,1450000.0,3.0,75.0,2020.0
Mokotów Bokserska,Warszawa,9.0,15600.0,52.1696586,20.9970149,515000.0,2.0,40.0,2021.0
Bielany ul. Rudzka 5,Warszawa,6.0,11843.0,52.27851165,20.9734368,1883000.0,4.0,116.83,2021.0
Nowe Miasto Malta os. Przemysława,Poznań,0.0,3993.0,52.4370425,16.7983073,529000.0,4.0,83.0,1993.0
Stare Miasto Naramowice ul. Czarnucha,Poznań,0.0,1857.0,52.44997629999999,16.9527562,393524.5,3.0,56.95,2022.0
Dębniki,Kraków,1.0,28452.0,50.0518611,19.9270367,429746.0,3.0,56.62,2021.0
Dębniki Kliny-Zacisze,Kraków,1.0,29005.0,50.00969645000001,19.905901803626172,295000.0,1.0,35.0,2008.0
Białołęka TYLKO U NAS! Atrakcyjna cena>>,Warszawa,0.0,17781.0,52.2474273,21.1012693,310000.0,2.0,40.5,2021.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,4.0,23396.0,50.0986433,20.0132206,452790.0,3.0,55.9,2022.0
Praga-Południe al. Stanów Zjednoczonych,Warszawa,10.0,13789.0,52.242906,21.082974,419000.0,2.0,40.0,2006.0
Grzegórzki ul. Fabryczna,Kraków,6.0,28854.0,50.058444,19.970235100000004,1013643.0,3.0,82.41,2021.0
Praga-Północ,Warszawa,5.0,17107.0,52.2648843,21.0273442,1675000.0,4.0,90.0,1913.0
Ochota,Warszawa,2.0,7155.0,52.212225,20.9726299,315000.0,1.0,25.6,2020.0
Bieżanów-Prokocim Bieżanów Barbary,Kraków,3.0,29035.0,50.0151909,20.0246147,530000.0,3.0,70.4,1980.0
Podgórze Zabłocie Stanisława Klimeckiego,Kraków,2.0,23928.0,50.04922420000001,19.9703793,429000.0,1.0,33.28,2021.0
Ochota,Warszawa,2.0,13287.0,52.212225,20.9726299,799990.0,3.0,65.2,1997.0
Podgórze Tadeusza Romanowicza,Kraków,3.0,22861.0,50.0470405,19.9635731,460000.0,2.0,32.0,2020.0
Podgórze Rydlówka,Kraków,3.0,21934.0,50.08780725,19.878046068078184,451000.0,2.0,37.27,2022.0
Praga-Południe Łukowska,Warszawa,10.0,15360.0,52.2368782,21.1124042,349000.0,2.0,36.0,1970.0
Mokotów Pola Mokotowskie ul. Stefana Batorego,Warszawa,3.0,6802.0,52.2106101,21.0070603,224727.0,1.0,17.3,2020.0
Mokotów Służewiec Jadźwingów,Warszawa,3.0,17449.0,52.2319581,21.0067249,570000.0,3.0,49.0,1960.0
Mokotów Czerniaków Czerska,Warszawa,1.0,7430.0,52.2050311,21.045567,630000.0,2.0,54.0,2005.0
Nowe Miasto Rataje,Poznań,5.0,1381.0,52.3901295,16.9535909,389347.0,3.0,47.26,2022.0
Nowa Huta Czyżyny ul. Nowohucka,Kraków,4.0,18436.0,50.0464927,19.9769445,289000.0,1.0,36.0,2000.0
Śródmieście,Warszawa,5.0,7650.0,52.2328098,21.019067,759000.0,2.0,52.0,1953.0
